PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,target
0.02739596563712282,2.5663303064827754,-3.3191223132670413,0.7247085174721858,-0.9469336911703506,1.3118220249697579,0.022947212233599187,0.5971625485084855,0.16340364292189455,-0.3455390884027361,-0.10964874707343233,1
-0.5889883123213246,-0.552180382011153,-1.8660497741474187,2.0836476249766567,-2.1895723832526626,-1.268255544464618,-1.777952214702417,0.9918854695007991,0.3010447178812634,-0.6021200223902381,-0.023518391710259212,1
-2.1695522598218537,0.001147221727274667,0.3232180265215945,0.2110390202066005,-1.2238645325712538,-0.037207605401050864,-0.4508173807558135,-1.2951173254485464,-1.0641345189230715,-0.1789909059216592,0.4562431282297234,1
-1.7683285864343208,-0.6758448848881508,0.04514291262043009,0.0014982291814909536,0.363558936671814,-0.43317849988656854,0.25024378507022954,0.49441938980764016,0.6760467648364,-0.8022444040566575,0.7989791397596467,1
-0.8681988320242958,0.5674692563464047,2.850503807476065,0.1790472201727762,0.3155993821597757,0.6816204078816716,-1.499639650376507,0.22967981342234936,1.0774707200241913,0.10035105608098627,0.782479285225834,1
-1.0902304960948093,-0.33993749547081936,-0.4054665316862006,1.038035057867433,0.5042322596560949,0.36862055930789395,0.3418375288669772,-1.0192043366085235,0.7496781416367336,-1.7635642637332347,-0.6940958588000973,1
-0.7274159955682666,1.803419302477609,0.7768727304924172,0.708335283427701,-1.2501983143230384,0.13030275491711907,-0.10708906145796253,-0.4608051891559398,-0.44893177590021804,-0.42703417514850867,-0.25974729091957716,1
-1.9128528584124116,-1.2151869653006604,0.35097641322318296,-0.4960045666091082,0.14195767967009065,-0.6295862966715423,-0.35237174879189903,0.735470149045761,0.37797751601890567,-0.24004890386224537,-0.2994730818806734,1
-1.1254699518354443,1.10210180697801,-2.561088640332649,-1.1308735128027985,2.051652454161414,-0.5304150461496191,-0.9117146525670111,-0.5275511498717739,0.1661973972360093,-0.17148746464908912,-0.46246245530775615,1
-1.0421467417508656,-0.2530855142485884,-1.526397265224647,0.21737084690291977,0.8835161684848793,-1.6245283569601328,0.506073747412185,-0.6503353672557874,0.4385756890726804,-0.15986364328714547,0.9333256725855287,1
-1.843201021193144,-0.1242005839088611,0.20027087577639208,0.3994030405958435,0.3594776328069229,-0.015155250506010904,-0.1506798849825046,-0.6961713539047565,1.4257750500133854,-1.9339138689705613,-0.03557420364521457,1
-1.8805471673449563,0.5397212386678807,1.0586251426445061,0.8519848374621157,0.5596765288588602,-0.23243998069753052,-0.08797949832076321,0.17831268323411464,-0.13629005713897435,0.9145177062399111,-0.771318680399674,1
-1.7427324391703565,-0.541572881859628,0.22145576469339445,-0.22587827892812432,0.1827476697035045,-0.7265373239872396,-0.25742390357611955,0.43838668343564907,0.8375739959470061,-0.6068587836841465,-0.09311083319172746,1
-0.17193413593106763,0.18472717129022734,-1.0589544111329363,0.9594946586636234,-1.3313246060202597,1.5710866237019447,1.2400081276329973,-0.0797743790095222,1.388801364277582,1.3239769634856733,1.3149830719300175,1
-1.6246858762450653,3.150155763662908,-1.0774353994490986,-0.8692036145511304,0.3094871181455104,0.6082457665255283,-0.5697020518996436,0.20304978534106674,-0.6922065566565273,0.8415396256144685,0.4136205501078435,1
-1.3823907776707514,0.15976729831421416,-0.1713514582618055,2.119834854703552,-0.22247683972385787,-0.06942050493044773,-0.35280947571168364,0.1673758681586343,-0.7823279901959573,0.35537739000833457,0.30797772021431474,1
-2.240067400365732,1.222606306612918,1.6969989285871194,0.33414194130711294,0.37510394346724274,-0.4445412649975151,-0.24558763560220312,1.2696035274162598,0.13896233274734457,0.6174400321275386,0.3734420883896871,1
0.46726744938794446,2.330404570580106,-1.0730244588922115,3.6183079101249134,0.031356132364793655,-0.10261749563859969,0.7172678689232935,-0.24342588755976957,0.08787768239507662,0.5347345171885677,-0.589028857352334,1
